time,temp,moisture,humidity,dewpoint,pressure,light,batt,rssi,
0.328379869461,73.1,-1,40,47.5,29.952,1.1,3.75,34,
2.3344180584,73.1,93,40,47.5,29.952,0.8,3.75,35,
4.34072184563,73.1,93,40,47.5,29.953,0.9,3.75,35,
6.34689998627,73.1,93,40,47.5,29.95,1.0,3.75,35,
